Attendance,BehaviorRating,ClassX,ClassXII,Graduation,HealthIssues,FamilyIncome,PreviousFee,Backlogs,Gender,EducationLoan,IsDropout
59.17022549267169,2,77.97128780799568,36.897594267397906,62.79736518262445,0,24039.295311559606,16896.708866149424,9,Female,1,Yes
65.21211214797688,8,39.09221055496064,62.23690208601754,14.020768691690748,0,118251.28824409441,36827.654360327,8,Female,0,No
76.2378215816119,6,94.43648368400582,34.43700029841773,18.143399938413957,0,73765.84317117119,15353.71177868177,9,Female,0,No
71.5972509321058,8,16.894261752238915,48.26510856880932,53.69725241293158,0,156238.6732437805,15013.134710149094,4,Male,0,No
64.5614570099021,6,96.511123350297,28.676316272520722,81.92619389808786,0,104396.94325578984,24147.00956450901,1,Male,0,No
80.59264473611897,5,32.113458323620804,66.97070132788345,66.52082610241473,0,170133.54771038741,13781.393117181642,6,Female,0,No
56.97469303260209,5,10.818476227217733,48.302592412721566,19.42391980934825,0,91455.67559365333,23191.365685805024,9,Male,0,Yes
64.6072324267609,10,49.04272328664941,11.450557403898785,89.87880464573453,0,168876.11877937376,48787.70614899124,10,Female,0,Yes
68.31809216468459,10,42.30733867183078,12.534849461508948,92.5705211310772,1,148971.27515855175,10798.04435139058,0,Male,0,No
72.8034992108518,8,58.51801046861144,52.40208866242799,39.24611450645148,1,169086.32962229417,43221.7122887346,7,Female,0,Yes
89.25879806965068,7,81.70955745128609,26.490328021481893,65.4416012693226,0,166235.68337899994,49744.86652057486,6,Female,0,No
59.98368910791799,8,85.81877219354024,62.65378433302681,54.309443516624064,0,107545.59532699807,27456.210964706228,10,Male,0,Yes
75.71172192068059,8,46.11069996505226,46.737260359481915,94.782139176684,0,86256.4534613843,47722.214749721956,7,Female,0,No
79.62072844310212,7,48.68611693357152,68.89778519857504,55.787367965386224,0,157726.07135841486,20445.794739094512,0,Male,0,No
52.32252063599989,2,23.33599572965263,95.71556566575565,96.39692323408578,0,85074.33382092908,49291.892049968636,5,Male,0,Yes
80.37724259507192,9,14.279284799304715,57.58625213157283,27.94082954771855,0,36091.38266949049,44462.05243772734,4,Female,0,No
58.526206184364575,7,67.70934912115223,80.86407432310897,41.09830819261119,0,174592.0365332384,45387.902801714605,1,Male,0,No
53.25257964926398,6,15.799386299742306,77.77368966843434,80.32107160865236,0,91495.68263503218,15215.934352591346,7,Male,0,Yes
97.44427686266667,9,76.04471074793103,92.96119938914786,80.5249662034031,0,43868.71113735237,44802.496713817505,9,Female,0,No
98.28160165372796,1,58.51811305200228,29.26160805142056,75.89649465610346,1,136365.82628419105,47672.91962682918,1,Male,0,Yes
90.41986740582306,2,27.872468040347506,84.45942737064468,87.36503181987737,0,180159.18460963506,42761.91916399982,1,Female,0,No
65.23068845866854,1,58.557064916138465,91.49683406542181,73.22915556494308,0,174973.793780509,13654.560929883499,8,Male,0,Yes
54.883605700319194,10,26.469794494188896,45.34866828528199,67.24766300250104,1,119800.42773062088,13391.06529621897,5,Female,0,Yes
84.21165132560785,3,49.48634867593708,38.24345751390713,51.30325117697609,1,35852.80106311319,24304.239745063398,2,Male,0,No
72.00762468698007,5,81.9604284618006,95.6832318710459,52.03789689963942,0,145388.5547345676,38197.0266923544,8,Female,0,No
56.10191174223894,1,51.57273640695737,66.48695399249812,46.55453438838175,0,129589.16602764471,10498.113126686634,1,Female,0,Yes
74.75884550556351,4,23.38293864677934,44.26088367173215,65.81906197334382,0,57826.701009062104,48025.82984787844,7,Female,0,Yes
51.71942605576092,8,75.14458136406506,81.26449488384672,46.59975363096942,0,182097.2461378797,31017.970644537334,3,Male,0,No
95.4660201039391,6,26.809157464300796,37.40265114541435,23.27448826779373,0,35600.19270243219,24334.897707342396,9,Male,0,Yes
62.93899908000085,1,76.46948869330986,25.876682746287585,19.587665458778208,0,87146.8865398589,32449.157167621797,1,Male,0,No
83.1261142176991,1,53.141706029424995,58.957267221793494,93.20250477194,0,37015.94956279819,38631.44786695255,4,Male,0,No
65.58555380447055,3,50.83675831848714,60.959084041954306,12.22650167840948,0,184150.07419310347,20931.163509300928,2,Male,0,No
76.00340105889055,10,86.62915340717272,84.31718340406043,19.492053562508723,0,26369.143239704954,21644.945889114526,8,Male,0,No
77.33551396716399,8,73.77431719066018,51.1324619518387,50.0774387181028,0,96637.65982831281,28727.07399649409,7,Male,1,No
59.24272277627635,8,12.961971725944533,83.31278855548074,33.66336402139419,0,175120.16360127102,36797.22906240751,5,Male,0,Yes
98.47923138822793,3,36.655688314144214,38.019041141350456,46.526401036193135,0,65248.821038400456,38254.81339687179,5,Male,0,No
88.75664116805572,7,88.38285947649088,61.783138196001275,20.5702643434495,0,38902.208701123134,22962.26557694561,8,Female,0,No
96.97494707820945,3,11.649355169067878,28.762550101064424,21.78162431626366,0,42860.779684706635,22899.662377928027,1,Male,0,No
94.74136752138244,4,59.07281016357733,44.690135582493674,82.05921178526037,0,92888.31695782689,29484.349846923156,6,Female,0,No
79.89499894055426,9,75.50431022565495,87.1785728049566,78.31978696902735,0,97144.73467276034,31676.868023976884,10,Female,0,No
96.09371175115584,4,65.96704769361182,29.438937409217953,19.38275791521529,0,149253.84872472734,35976.56539757087,2,Female,0,No
54.424625102595975,3,78.44789818939928,82.9215516609341,70.1011373409118,0,62827.159531670884,34708.38726799567,2,Male,0,No
59.79914312095726,5,75.31226640232713,35.45844920626656,64.8380191019935,0,146331.14232700597,24900.715360267593,3,Male,0,No
52.2613644455269,7,72.28276256378021,13.104074771150831,74.20264504122068,0,199815.67622946258,21875.471610659944,4,Female,0,Yes
66.26651653816322,5,83.9385874833087,19.894111305116162,52.700401410622675,0,175565.15712763183,22316.847645251226,4,Female,0,No
69.4338644844741,4,68.11216016045844,77.12915907887093,34.298814478009675,0,134403.3813255997,35816.04230813896,9,Male,0,No
63.567451588694794,8,46.21766448312839,33.58638338519334,69.73112524208751,0,189184.25018955796,27325.90217525401,0,Male,0,No
91.43687545759647,4,52.47181989231288,68.87310330171451,43.42216838705398,0,198399.65104228523,15373.974491869782,9,Female,0,No
67.83766633467947,2,74.50523044133055,72.92790124815097,29.70576109109444,0,122649.3004449988,10236.922365050108,5,Female,0,No
64.04672548436903,10,88.86754267001146,41.06066179912163,46.77661123473548,0,69253.42263078163,11187.094562626698,10,Male,0,No
77.13480415791243,6,34.499692075579816,52.74270884900262,78.69428520408586,0,184696.986727653,44700.65388396244,10,Male,0,No
57.04621124873813,2,40.78691163739637,46.339038141022954,52.82138768825817,0,171955.05960577127,28313.088455218865,1,Female,0,Yes
90.10984903770199,3,93.76654567261714,95.26140967190805,36.987783709007985,0,35230.02707069948,36297.088159723105,1,Male,0,No
53.727532183988544,1,62.06606131685008,38.79539761164286,84.86817533414454,1,188547.44632080206,47161.49984515328,8,Female,0,Yes
99.34434683002587,5,26.10656354215009,26.499073800246467,89.34793796628412,0,85919.57069693573,15051.194163054151,0,Female,0,No
88.61223846483287,9,69.73256250211445,42.903355858802044,48.99253813954073,0,77975.46359218989,27904.63581528974,1,Female,0,No
59.93578407670862,2,99.16859399854417,70.2564136841811,43.72192186542052,1,81788.4842895447,31562.695875145917,9,Male,0,Yes
50.27610585618012,7,84.11082080233601,72.76264213253188,65.14290523170685,0,77603.29669494646,43661.396289351054,8,Male,0,Yes
90.77307142274171,5,77.11670228962625,93.16515838240062,15.217700145212172,0,112884.53231201496,49748.73698486514,3,Female,0,No
85.34286719238085,2,28.72419888396423,89.35790363882283,72.21908445108375,0,124359.26991887226,38467.13946631297,3,Male,0,No
86.45035840204937,8,88.85258062156065,35.9488468375548,80.40588448395222,0,96614.37873640259,35673.36411974221,10,Male,0,No
88.56351733429729,6,57.32099591819918,50.964692407083675,45.76977345314545,0,94264.21229609064,46812.50117495578,9,Female,0,No
53.70223258670452,4,90.03610198647601,77.25420893650906,25.71542650066568,0,152716.48303259577,43495.236518004516,8,Female,0,Yes
67.92328642721363,4,39.68450464823914,92.48835525418227,12.593653762677715,0,20544.956890026162,44601.76658178299,4,Female,0,No
55.79345297625649,2,15.584594737188947,40.34485115712026,67.35210395383899,0,190439.56307977345,10108.228986814698,3,Male,0,Yes
93.15517129377967,3,52.83783717937715,49.99972907592963,34.20940659714188,0,148598.05810451534,30577.28366146067,8,Female,0,No
81.1649063413779,7,34.28538443360899,90.95304434082479,51.75006284091558,1,147305.4551450152,41309.14269541287,3,Male,0,No
66.54490124263246,3,74.37063607986684,42.26354858425804,44.771996949177776,0,95953.40591754534,17258.28489902798,3,Male,0,No
53.177917514301186,5,96.13958975704291,53.24616875725622,25.73963163527164,0,193841.6278948908,40058.09166412223,6,Male,1,No
65.54911608578311,10,72.18767360364075,91.4053727096271,55.75318016146336,0,20058.18170254651,10366.406066095184,9,Female,0,No
66.25916610133736,6,89.82405367382832,82.20188961908634,51.36341704666641,0,33766.65382088501,33006.66764498976,9,Female,1,No
86.4803089169032,6,50.77216122410857,31.90878325088225,66.1732860582849,0,164731.57456554176,44053.12479973365,0,Female,0,No
81.87787356776066,4,79.44766634757715,39.231555887074,32.6696495076808,0,152966.15860424953,27253.934329013853,2,Female,0,No
94.36063712881634,6,85.8739093004533,41.76628547134052,29.317517186806523,1,68843.98930958641,39578.10110863883,9,Male,1,Yes
73.61074625809746,3,73.97880648251882,92.14646260879537,83.29105537808249,0,127056.77842316334,31215.946796434775,10,Male,0,No
55.97971229691508,7,55.69995574626082,99.90403633940852,73.19730204676374,0,115769.51321325712,35891.63913681137,3,Female,0,No
85.66223936114974,7,66.32794986538312,79.66038719398959,79.4985806522407,0,114880.65394764658,30666.716635020934,7,Female,0,No
88.03925243084487,4,73.04562961109923,53.5893672244156,21.096083057952526,0,127201.03478960761,29033.469730636003,8,Male,0,No
78.06385987847482,2,32.777596289928425,10.915643626073107,30.163567899431587,1,198872.35346228443,43665.06318452847,0,Male,0,Yes
88.54835899772806,7,82.86213348234863,72.77392509381616,61.79783645832759,1,197722.08977561514,13709.727423563178,2,Female,1,No
74.68977981821953,3,95.5292085070546,45.04250480480062,87.14812121856173,1,196702.70496229338,33386.05141404124,2,Male,0,No
76.1366414690997,1,51.87153836619424,66.96878232057449,90.29031788516231,0,118763.19037046669,14592.419511912076,7,Female,0,Yes
71.37705091792748,2,73.09604647988897,64.60245671161859,84.87189660294345,0,77256.90072242031,32512.316465804062,4,Male,1,No
51.27095633720476,10,76.33233152113186,53.274885091694856,13.905815147598464,0,120819.80691844635,48543.8417072689,4,Male,0,No
55.39457134966522,9,69.60227927693322,94.99486579536907,83.87912661901537,1,132083.92880240738,12283.915640451947,10,Female,0,Yes
51.57145928433671,8,59.240359749577195,12.08317108198075,90.91820597689735,0,76058.85237249816,26880.272127855722,7,Female,0,Yes
81.82052056318902,6,89.34831591173295,74.09192360253294,15.107418113738685,0,133899.66469437303,42078.848011043214,5,Female,0,No
65.71779905381634,6,50.4034038342005,46.88558814695914,47.465280439928925,1,131958.96923708566,24787.66273481236,5,Female,0,No
75.42853455823514,1,15.499266083794321,74.24114054424501,58.29492909670315,0,182624.85421969308,30812.59069856004,6,Male,0,No
95.37832369630465,2,86.01007381409443,70.76976827856687,30.94753355951497,1,62768.65481217289,14588.31227525793,9,Male,0,Yes
62.464611457443745,4,70.65831450848955,10.921420231839585,56.50170904333995,0,145569.76864281826,18922.931009575674,0,Female,0,No
70.51914615178148,3,86.4332763849682,35.68046456572041,89.7360209164958,1,101137.04715694416,37457.00821803103,8,Female,0,Yes
87.77755692715243,1,22.46926982002249,27.018236845340237,88.02482557111881,0,43384.82144391976,43143.50216058373,4,Male,0,Yes
61.43990827458112,8,12.76776464587447,25.028771764824306,94.58535531317328,0,76912.88119640795,35858.25398663545,7,Female,0,Yes
53.84899549143965,7,94.09370863442513,75.56290157090194,53.56988185550878,0,30309.866200465225,43476.835179142494,9,Female,0,Yes
64.4875726456884,4,23.295547526551687,31.559621418381212,46.95102507645281,0,77479.90973341987,34226.29868696791,5,Male,0,No
58.06106436270022,9,82.86870988634067,52.72638534885707,69.92090371291181,0,32422.456509766955,42408.3283574153,5,Male,0,No
96.48488261712865,4,84.08889479625722,32.22900957571116,47.50845198409307,0,186580.1100616037,49315.47203747785,3,Male,0,No
90.40601897822086,1,73.78346804941026,62.221044109179694,13.775013640077198,0,38314.27220235267,13312.98936551765,2,Male,0,No
81.67018782552117,10,21.813598998358387,74.85163912539711,74.79293069534096,0,167121.4448834452,29185.985205188394,1,Female,0,No
93.57302950938589,1,70.06587621047268,39.796726482835886,35.28855471545414,0,183102.7538665124,17595.7066541089,9,Male,0,Yes
90.18360384495573,1,90.01779249941791,64.27187634584098,14.417678104047145,0,104180.70043906989,28609.14190458481,10,Male,0,Yes
59.32850294430179,1,48.29784803207949,84.2369296972365,11.855896887421373,0,29706.71888027932,29983.4697932742,3,Male,0,Yes
94.62794992449889,4,47.2165168940739,18.48018566480425,93.82251417195863,0,127241.42301663842,34876.85104823004,0,Female,0,No
76.96711209578254,1,49.857247862147716,73.96035391371441,32.686840777975206,0,62258.30907616077,27571.919479327662,5,Male,0,No
90.37200775820313,2,17.40447016085858,39.083044999184224,50.31092732707572,1,51798.512660952954,22988.497110488053,10,Female,0,Yes
94.80456499617466,4,90.2823012126976,21.038496087244983,95.55188076089699,0,122017.5001731233,11726.731815698236,6,Male,0,No
65.90017374859319,7,88.22645775824593,59.108878685291394,52.07652809026526,0,84148.83107081243,11391.741348119172,4,Male,0,No
55.50259622638384,2,99.81183896112576,30.36360873409586,17.074839117368022,0,151468.14383236677,17000.33407183925,9,Male,0,Yes
61.39675812709709,8,62.66648273485721,83.92256134022419,59.67424425219933,0,126425.18995917778,27959.456388867722,9,Female,0,No
71.35538943131282,7,77.60724728062472,13.860631857796852,17.937878810865868,0,169281.42926985113,26700.641450318573,9,Male,0,Yes
90.90073829612466,9,28.240471567657423,18.87876066438077,18.557909053618275,1,30509.455460603356,17627.819758892067,0,Male,0,Yes
93.03652916281717,6,70.07759364017525,56.889651338723525,86.63293664222138,0,62285.42805052942,42893.58287118769,2,Female,0,No
50.34760652655954,4,68.47595638816516,63.00476056692611,36.04793890281305,0,122058.14312464542,37339.72846647278,5,Female,0,No
75.53736512887829,6,91.10878622574512,75.68979980704722,71.08031801011927,0,178477.08184018373,23726.599263364464,6,Female,0,No
70.87055015743894,4,84.77134505551668,33.33346554269744,55.80319017957956,0,166417.70110637916,41878.70208043861,8,Male,0,No
61.105390523536514,7,94.46198163559868,85.75843673919626,30.009402208397276,0,142315.6410084131,49569.83622165986,1,Female,0,No
55.99326836668414,9,88.19501254314467,95.78281057964048,56.60382687878869,1,123332.96636742109,19801.69695113227,2,Male,0,Yes
66.8807585701814,3,88.18245054089668,54.913537323537724,16.20941823097775,0,133662.6626604404,24503.596233482167,3,Male,1,No
97.14548519562595,3,15.735099401984645,78.44782284728211,41.249111463073845,0,58449.395380851405,49715.930084488464,4,Male,0,No
66.16014660103777,2,86.13657574263603,57.236351908941344,57.055260251844246,0,127134.77375345734,15515.302852217093,6,Female,0,No
75.9395310871683,1,64.67305550528063,16.252032647098957,30.55549042770868,1,108877.08607013096,13087.510533046869,5,Male,1,Yes
85.15094794475888,1,44.24000065893651,39.350036155835895,69.41693171632244,0,89198.20658658317,30839.646412316684,4,Male,0,No
68.1814801189647,3,15.086316194925608,17.873802066431352,14.663072952667608,0,179791.49307602612,28737.1641127053,5,Female,0,No
98.58910413604804,7,70.99063972912421,98.99912073295121,53.63289080835642,0,169294.83045447452,13131.5498791654,0,Female,0,No
98.12236474710556,9,39.53815754838557,30.612332086603946,74.34962031604451,1,33812.41875523728,21601.440920851266,7,Female,0,Yes
62.58911479126821,2,52.09986384874313,67.23103774741469,48.69514530610956,0,197431.29948373605,26757.466530178943,6,Female,0,No
74.86242529461927,7,71.3555593349621,35.591059175044364,88.71277737870442,0,61397.15653506741,42888.384862545456,2,Female,0,No
65.04391549083849,1,92.05970923217285,68.79215938203333,66.89735031165989,0,58761.08972154253,38313.694166156725,1,Male,0,No
64.24202471887338,2,84.28932240444986,28.93615217834342,96.2643624452864,0,189886.9243370103,46581.06553838091,8,Female,0,Yes
51.84434736772664,6,50.553741619323986,80.6743059319067,35.57096314974808,0,100064.43703436032,23299.997478722107,4,Male,0,No
80.47821669899484,5,44.9004841701741,19.973044255297197,94.49103977692724,0,164965.64664686678,22375.136900020014,8,Male,0,Yes
75.13395116144308,8,31.58017649596427,90.56353600812523,64.6140330897127,0,71876.41022430631,28527.268031111475,8,Female,0,Yes
52.57393756249947,2,43.51840760583714,85.6379523286715,77.06610092920587,1,177170.80089004347,10301.12547628494,2,Female,0,Yes
63.93232321183057,1,19.994174856270845,71.0926609274547,91.19450053391023,0,169814.85776686124,18292.803523277595,2,Female,0,No
95.41329429833269,7,97.3994957528279,16.067316442856306,59.60774691926388,0,113506.16089099176,18458.844408644283,8,Female,0,Yes
61.978094533348624,6,61.6525699563621,28.771212549603547,87.59627127546989,1,146910.07277349412,12443.601324378202,2,Female,0,No
57.24474360456115,8,21.50252585156916,87.34254361219683,58.75272456292498,0,193525.06898151446,28205.22758894725,6,Male,0,Yes
74.47263801387815,8,41.75254083393152,20.97769908723356,63.92790348555139,0,101368.17918694331,46220.80821226981,2,Female,0,No
99.28252270553003,2,59.233522925859035,24.033888667721804,50.0588715607647,0,108956.87744064868,10161.21666137947,0,Female,0,No
62.10276357557502,8,57.959707297678264,58.96029913799687,23.10746966560926,1,150104.6753912869,35136.58666849028,10,Male,0,Yes
83.60677737029393,6,13.195303184676913,34.67596957069094,59.815291001397995,1,89556.78091815412,45173.30871387294,2,Female,0,No
88.08098076643589,9,95.57569308062003,29.986812994953656,97.9703407239563,0,193021.35044252907,14300.844104796408,4,Male,0,No
61.881877199619986,7,34.78381133274502,61.82320886633625,80.84673961590559,0,27278.43857955429,46690.3313251154,9,Female,0,No
86.41081743059297,2,11.456620203870207,43.53190088122261,77.27486362780928,1,92608.02124238652,42740.86573859054,7,Male,0,Yes
68.38915663596266,8,16.87996080552542,22.650390709270184,67.89779224566666,0,148493.1920672292,18582.853796554802,6,Male,0,No
81.61529152967897,9,62.217541292317925,58.1368390790918,41.31178061385201,0,97288.5126478816,46213.74302376636,9,Male,0,No
81.67648553804473,7,22.400696860758718,44.83111629507604,25.265367503054062,0,66664.7496746639,42160.63144995367,0,Male,0,No
76.78873420373793,4,13.755231356815294,76.10650968463925,30.209644147842084,0,94421.74836040182,14455.563717418665,1,Male,0,No
54.51448850272041,9,44.16638197714402,19.247989808853028,10.56898805883851,1,178673.02356884597,43223.977894212694,8,Female,1,Yes
91.7651247794619,4,66.04850731061697,65.85519195513766,70.61323788085193,1,118461.30545733821,31687.317547975108,9,Female,0,Yes
66.0390032485868,4,20.065582435745114,49.28439942489229,83.06898027007904,1,80319.83470909997,42638.39634004986,10,Male,1,Yes
59.32592551999271,9,38.199504893618396,46.54556875471637,34.20202160782538,1,140874.13715172216,34706.59987465605,7,Female,0,Yes
52.0387570777382,8,47.5984604462088,30.905891920750708,18.26653596798447,0,130132.1109663298,25674.280339258297,1,Female,0,Yes
79.5446471594121,4,24.351408800809047,12.738342538244002,40.21543610397261,0,120880.42677077567,34045.61878129984,2,Male,0,No
83.87821809211411,8,55.546650862003915,86.2920274928181,36.28461064752801,1,90408.3087341326,35447.22962654196,7,Male,0,Yes
50.829391446392805,8,17.66926782115938,39.37690774309833,50.578872469995865,0,32996.05537180687,40648.245903476585,3,Male,0,Yes
75.60465291496405,7,14.18666467105618,71.29819357568624,33.76918488889099,0,131731.6691202665,43227.27034151036,1,Male,1,No
61.3247887598969,10,56.78518304396213,95.28286597990366,40.57594348105262,1,95561.97741397955,36528.42675512189,3,Female,0,No
82.25863952047249,6,32.31072754757881,60.84912682739185,91.67993014143184,0,97177.53588572258,49585.92836272068,5,Male,0,No
58.718321450249576,8,18.583642710822478,45.743221226787966,40.135181760064555,0,62134.4782333938,41142.03755388915,7,Female,0,Yes
84.5468869051233,7,48.152132873886906,34.14462097138333,80.69662420569072,0,64895.60007447346,46430.5999535501,2,Male,0,No
69.33676731502686,5,92.36266655656553,94.0639413382744,66.32503302020135,0,161743.03494292742,22779.77333458599,4,Female,0,No
96.83649943683673,4,75.17732019887394,71.38691362460285,40.378415106823645,0,106285.66317850475,22649.09728450359,2,Female,0,No
56.87604720729966,2,83.40543238123249,69.87532539309035,83.60094428023154,0,39673.62365737637,24493.403048654724,7,Male,0,Yes
67.05331755251292,8,88.47225898827728,48.35424926307493,63.55684626366384,1,28253.173680805965,27588.651573588762,7,Male,0,Yes
55.67367606202946,9,97.53649672567771,86.05438415806876,10.775685483901032,0,60448.78411019151,48456.00540108218,5,Female,0,No
96.23468091392814,4,78.69219161627557,74.23049683085384,16.18553814151598,0,107739.52144176894,12941.24877369271,9,Male,0,No
93.86696766904905,4,64.75671297455318,35.48649446029145,77.73756035070869,0,131105.0168615036,29937.743187744476,10,Female,0,No
62.89708138575778,5,42.88832922720225,63.96207940225432,50.187501062667494,0,45862.178730842934,16446.42086507299,0,Female,1,No
82.99920230170895,2,26.347891290194447,48.717455914113906,46.49570125691865,0,98094.62835380665,42435.73461676819,10,Female,1,Yes
90.8611100100608,7,71.7993886584965,10.593114654674173,23.12444657762272,0,33059.39289905981,11245.770720438522,2,Female,0,No
77.76004057997312,5,99.54549875097477,82.68610883516176,24.15867345651432,0,26790.65984406021,28205.77028662216,6,Female,0,No
76.48252891780032,6,52.062281615702716,21.054731402773072,81.79772050863104,1,175402.6290748072,25789.64091705006,10,Male,0,Yes
62.092614545022585,4,75.13114312835269,55.895905540235276,84.61154205653098,0,138500.1595346669,13687.239600031673,7,Female,0,No
54.65513839029496,8,54.55832049938405,40.260357377633404,60.40022865748563,0,160596.88137589247,25068.758010466256,2,Female,0,No
94.86078789766634,8,48.87400810271289,40.78801370806097,36.56150288251187,0,52737.93675405493,42361.21992102586,5,Female,0,No
95.02090285816652,5,46.92750522039236,52.96283950724272,93.94307350010472,1,77988.38297961623,15498.986134972141,1,Female,0,No
81.65507286366339,6,55.416221463852786,99.73207936177705,66.1566151895704,0,99882.43457818033,49340.230252081325,0,Female,1,No
66.95148955243504,3,43.02060956788375,46.75417125683282,81.69779075066094,0,138446.18205924545,12338.173805208611,8,Female,0,No
67.46047873063304,1,77.3895989639627,26.409630683491518,10.295462825939389,0,116271.87819724224,21564.110926293506,10,Female,0,Yes
86.29778394351197,9,88.6844823932365,65.2245704244432,50.528764078782444,0,119262.30462224944,40995.96456790922,8,Female,0,No
94.85551299762886,9,89.45967759806658,31.265893723556914,88.38541776879602,0,48249.71278031558,24300.851313779698,4,Female,0,No
94.35432121325587,3,30.492884208324334,19.499422304165535,40.440995490944914,0,105461.66287438906,29214.139576183494,0,Female,0,No
88.99377729288119,4,90.63182248583418,14.51567548593362,75.38960591850528,0,168283.6918515949,17466.34045721008,1,Female,0,No
82.10158230771438,7,40.73961086695945,12.059314661771548,69.19073426157809,0,111702.95342928542,38619.83528625108,10,Male,0,Yes
54.206998249752445,2,37.83768989367679,48.804818347995734,23.699652971886948,0,55953.52561980139,17181.66451641927,0,Female,1,Yes
58.08143570473069,3,75.40804516584123,48.40532018860543,79.74134445289646,0,94411.49415806273,43949.24388338148,5,Female,0,No
94.92770942635397,6,37.42267060776605,26.699086007015765,20.1274111281519,0,155865.55428529868,31579.981811841717,1,Male,1,No
80.3214529829795,8,14.76697650487391,80.56171483940884,75.51226869147466,0,44298.63552052439,31926.273159024477,0,Female,1,No
50.45985258083148,1,43.625599507927724,21.63435651278909,99.1871503101185,0,124483.40931015064,47340.463689682394,9,Male,0,Yes
55.073577143301605,4,74.93190403225141,92.37854733753721,96.21832886305864,0,193756.64928555526,40919.983250182646,5,Male,0,No
83.1750884554028,1,39.42625782431588,62.881837987894514,82.02175687513042,1,88454.34376215239,39725.579458716966,10,Male,0,Yes
50.253079192310935,2,66.66031503956319,12.485473849443665,58.10656818067319,0,27855.423769719036,44321.60664843718,1,Female,0,Yes
58.04040257087493,8,69.41074998368174,96.66753631684449,70.73421182386659,0,133958.72072355245,13672.691352204281,8,Female,0,Yes
77.4366894683293,6,76.03624105537206,37.714713359126826,75.52975513096834,0,28478.6327610293,39041.77451788567,9,Female,0,No
84.59475988463467,9,90.74174196798428,50.49774636200681,10.756137185041483,0,54489.01958441873,19328.31652409908,2,Female,1,No
82.59806297513003,2,48.93080493415883,35.58418236950969,19.212959885766082,0,28711.509707483776,21237.853629150894,9,Female,0,Yes
61.21346547302799,3,24.978886899621138,75.55791682303997,63.73532188709762,0,50717.11031037077,10605.845489257697,7,Male,0,Yes
85.6089610673768,9,38.70331438887005,53.711219864758476,10.58810861286182,0,173887.79912711127,45748.842529823174,8,Male,0,No
61.862454374840006,9,48.895052965658735,21.913566346225235,91.80150856961475,0,152273.23718345026,39564.51728432069,9,Female,0,Yes
66.26998490796339,6,74.25023223953018,19.37835571235084,54.069644190257,0,81533.47498559568,15571.485245420532,4,Female,0,No
87.32457025590121,3,11.180991300547015,75.28378719921173,33.19903680446095,0,181484.80787857567,23116.928132631154,5,Male,0,No
82.48164495236074,5,38.42068450958911,31.337326443814433,45.44390526378393,0,139732.79883223318,29197.314682546697,9,Female,0,Yes
92.4611705247089,2,80.1858322917385,22.40140371746253,86.56987695760026,0,100594.38722367508,29756.431289707605,4,Male,0,No
82.88064461501716,7,70.37719329976258,54.94848372980585,93.44735863877041,1,32299.918622098965,33826.15762974546,5,Female,0,No
78.41543016677358,10,75.85659762270447,82.24887587826737,20.461148242958807,0,151529.84633174172,28887.348389141524,10,Male,0,No
54.683738391404624,8,83.06296924952753,35.090447128581744,80.0164570560019,0,87594.70259706306,35945.81262674984,1,Male,0,No
68.38579015297168,6,80.49121469901661,34.878845053072695,62.04044063948773,1,74509.22076402,45354.83183917738,8,Female,0,Yes
